"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-3", "302", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "303", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "304", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=0"
"Thread-3", "305", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "306", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:5"""
"Thread-3", "307", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "308", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "309", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "310", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "311", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=3"
"Thread-3", "312", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "313", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:5, value=<void>"
"Thread-3", "314", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "315", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "316", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "317", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "318", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "319", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "320", "Circular_Buffer.java:94", "Line Step", " file=Circular_Buffer.java, line=94"
"Thread-3", "321", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "322", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, g"
"Thread-1", "323", "Circular_Buffer.java:30", "Line Step", " file=Circular_Buffer.java, line=30"
"Thread-3", "324", "Circular_Buffer.java:96", "Line Step", " file=Circular_Buffer.java, line=96"
"Thread-1", "325", "Circular_Buffer.java:30", "Variable Write", " context=Producer:1#run:1, v=7"
"Thread-1", "326", "Circular_Buffer.java:31", "Line Step", " file=Circular_Buffer.java, line=31"
"Thread-3", "327", "Circular_Buffer.java:99", "Line Step", " file=Circular_Buffer.java, line=99"
"Thread-3", "328", "Circular_Buffer.java:99", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:6"
"Thread-3", "329", "Circular_Buffer.java:60", "Method Entered", " "
"Thread-3", "330", "Circular_Buffer.java:60", "Variable Write", " context=Circular_Buffer:1#put:6, v=6"
"Thread-3", "331", "Circular_Buffer.java:61", "Line Step", " file=Circular_Buffer.java, line=61"
"Thread-3", "332", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "333", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "334", "Circular_Buffer.java:61", "Field Write", " context=int[]:1, 0=6"
"Thread-3", "335", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "336", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "337", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=1"
"Thread-3", "338", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "339", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:6"""
"Thread-3", "340", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "341", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "342", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "343", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "344", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=4"
"Thread-3", "345", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "346", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:6, value=<void>"
"Thread-3", "347", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "348", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "349", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "350", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-2", "351", "Circular_Buffer.java:41", "Line Step", " file=Circular_Buffer.java, line=41"
"Thread-3", "352", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-2", "353", "Circular_Buffer.java:43", "Line Step", " file=Circular_Buffer.java, line=43"
"Thread-3", "354", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "355", "Circular_Buffer.java:94", "Line Step", " file=Circular_Buffer.java, line=94"
"Thread-3", "356", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "357", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, g"
"Thread-1", "358", "Circular_Buffer.java:30", "Line Step", " file=Circular_Buffer.java, line=30"
"Thread-3", "359", "Circular_Buffer.java:96", "Line Step", " file=Circular_Buffer.java, line=96"
"Thread-1", "360", "Circular_Buffer.java:30", "Variable Write", " context=Producer:1#run:1, v=8"
"Thread-1", "361", "Circular_Buffer.java:31", "Line Step", " file=Circular_Buffer.java, line=31"
"Thread-3", "362", "Circular_Buffer.java:99", "Line Step", " file=Circular_Buffer.java, line=99"
"Thread-3", "363", "Circular_Buffer.java:99", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:7"
"Thread-3", "364", "Circular_Buffer.java:60", "Method Entered", " "
"Thread-3", "365", "Circular_Buffer.java:60", "Variable Write", " context=Circular_Buffer:1#put:7, v=7"
"Thread-3", "366", "Circular_Buffer.java:61", "Line Step", " file=Circular_Buffer.java, line=61"
"Thread-3", "367", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "368", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "369", "Circular_Buffer.java:61", "Field Write", " context=int[]:1, 1=7"
"Thread-3", "370", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "371", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "372", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=2"
"Thread-3", "373", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "374", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:7"""
"Thread-3", "375", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "376", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "377", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "378", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "379", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=5"
"Thread-3", "380", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "381", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:7, value=<void>"
"Thread-3", "382", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "383", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "384", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "385", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "386", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "387", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "388", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-3", "389", "Circular_Buffer.java:90", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:3"
"Thread-3", "390", "Circular_Buffer.java:68", "Method Entered", " "
"Thread-3", "391", "Circular_Buffer.java:69", "Line Step", " file=Circular_Buffer.java, line=69"
"Thread-3", "392", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "393", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "394", "Circular_Buffer.java:69", "Variable Write", " context=Circular_Buffer:1#get:3, v=3"
"Thread-3", "395", "Circular_Buffer.java:70", "Line Step", " file=Circular_Buffer.java, line=70"
"Thread-3", "396", "Circular_Buffer.java:70", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "397", "Circular_Buffer.java:70", "Field Write", " context=Circular_Buffer:1, g=3"
"Thread-3", "398", "Circular_Buffer.java:71", "Line Step", " file=Circular_Buffer.java, line=71"
"Thread-3", "399", "Circular_Buffer.java:71", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "400", "Circular_Buffer.java:71", "Field Write", " context=Circular_Buffer:1, count=4"
"Thread-3", "401", "Circular_Buffer.java:72", "Line Step", " file=Circular_Buffer.java, line=72"
"Thread-3", "402", "Circular_Buffer.java:72", "Field Write", " context=Circular_Buffer:1, state=""Get:3"""
"Thread-3", "403", "Circular_Buffer.java:74", "Line Step", " file=Circular_Buffer.java, line=74"
"Thread-3", "404", "Circular_Buffer.java:74", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "405", "Circular_Buffer.java:75", "Line Step", " file=Circular_Buffer.java, line=75"
"Thread-3", "406", "Circular_Buffer.java:75", "Variable Write", " context=Circular_Buffer:1#get:3, result=3"
"Thread-3", "407", "Circular_Buffer.java:75", "Method Exit", " returner=Circular_Buffer:1#get:3, value=3"
"Thread-3", "408", "Circular_Buffer.java:90", "Method Returned", " "
"Thread-3", "409", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-2", "410", "Circular_Buffer.java:44", "Line Step", " file=Circular_Buffer.java, line=44"
"Thread-3", "411", "Circular_Buffer.java:91", "Line Step", " file=Circular_Buffer.java, line=91"
"Thread-2", "412", "Circular_Buffer.java:39", "Line Step", " file=Circular_Buffer.java, line=39"
"Thread-3", "413", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-2", "414", "Circular_Buffer.java:40", "Line Step", " file=Circular_Buffer.java, line=40"
"Thread-3", "415", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "416", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "417", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "418", "Circular_Buffer.java:94", "Line Step", " file=Circular_Buffer.java, line=94"
"Thread-3", "419", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "420", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, g"
"Thread-1", "421", "Circular_Buffer.java:30", "Line Step", " file=Circular_Buffer.java, line=30"
"Thread-3", "422", "Circular_Buffer.java:96", "Line Step", " file=Circular_Buffer.java, line=96"
"Thread-1", "423", "Circular_Buffer.java:30", "Variable Write", " context=Producer:1#run:1, v=9"
"Thread-1", "424", "Circular_Buffer.java:31", "Line Step", " file=Circular_Buffer.java, line=31"
"Thread-3", "425", "Circular_Buffer.java:99", "Line Step", " file=Circular_Buffer.java, line=99"
"Thread-3", "426", "Circular_Buffer.java:99", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:8"
"Thread-3", "427", "Circular_Buffer.java:60", "Method Entered", " "
"Thread-3", "428", "Circular_Buffer.java:60", "Variable Write", " context=Circular_Buffer:1#put:8, v=8"
"Thread-3", "429", "Circular_Buffer.java:61", "Line Step", " file=Circular_Buffer.java, line=61"
"Thread-2", "430", "Circular_Buffer.java:41", "Line Step", " file=Circular_Buffer.java, line=41"
"Thread-3", "431", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, data"
"Thread-2", "432", "Circular_Buffer.java:43", "Line Step", " file=Circular_Buffer.java, line=43"
"Thread-3", "433", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "434", "Circular_Buffer.java:61", "Field Write", " context=int[]:1, 2=8"
"Thread-3", "435", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "436", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "437", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=3"
"Thread-3", "438", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "439", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:8"""
"Thread-3", "440", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "441", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "442", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "443", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "444", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=5"
"Thread-3", "445", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "446", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:8, value=<void>"
"Thread-3", "447", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "448", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "449", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "450", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "451", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "452", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "453", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-3", "454", "Circular_Buffer.java:90", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:4"
"Thread-3", "455", "Circular_Buffer.java:68", "Method Entered", " "
"Thread-3", "456", "Circular_Buffer.java:69", "Line Step", " file=Circular_Buffer.java, line=69"
"Thread-3", "457", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "458", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "459", "Circular_Buffer.java:69", "Variable Write", " context=Circular_Buffer:1#get:4, v=4"
"Thread-3", "460", "Circular_Buffer.java:70", "Line Step", " file=Circular_Buffer.java, line=70"
"Thread-3", "461", "Circular_Buffer.java:70", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "462", "Circular_Buffer.java:70", "Field Write", " context=Circular_Buffer:1, g=4"
"Thread-3", "463", "Circular_Buffer.java:71", "Line Step", " file=Circular_Buffer.java, line=71"
"Thread-3", "464", "Circular_Buffer.java:71", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "465", "Circular_Buffer.java:71", "Field Write", " context=Circular_Buffer:1, count=4"
"Thread-3", "466", "Circular_Buffer.java:72", "Line Step", " file=Circular_Buffer.java, line=72"
"Thread-3", "467", "Circular_Buffer.java:72", "Field Write", " context=Circular_Buffer:1, state=""Get:4"""
"Thread-3", "468", "Circular_Buffer.java:74", "Line Step", " file=Circular_Buffer.java, line=74"
"Thread-3", "469", "Circular_Buffer.java:74", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "470", "Circular_Buffer.java:75", "Line Step", " file=Circular_Buffer.java, line=75"
"Thread-3", "471", "Circular_Buffer.java:75", "Variable Write", " context=Circular_Buffer:1#get:4, result=4"
"Thread-3", "472", "Circular_Buffer.java:75", "Method Exit", " returner=Circular_Buffer:1#get:4, value=4"
"Thread-3", "473", "Circular_Buffer.java:90", "Method Returned", " "
"Thread-3", "474", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-3", "475", "Circular_Buffer.java:91", "Line Step", " file=Circular_Buffer.java, line=91"
"Thread-2", "476", "Circular_Buffer.java:44", "Line Step", " file=Circular_Buffer.java, line=44"
"Thread-3", "477", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-2", "478", "Circular_Buffer.java:39", "Line Step", " file=Circular_Buffer.java, line=39"
"Thread-3", "479", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-2", "480", "Circular_Buffer.java:40", "Line Step", " file=Circular_Buffer.java, line=40"
"Thread-3", "481", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "482", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "483", "Circular_Buffer.java:94", "Line Step", " file=Circular_Buffer.java, line=94"
"Thread-3", "484", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "485", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, g"
"Thread-2", "486", "Circular_Buffer.java:41", "Line Step", " file=Circular_Buffer.java, line=41"
"Thread-2", "487", "Circular_Buffer.java:43", "Line Step", " file=Circular_Buffer.java, line=43"
"Thread-1", "488", "Circular_Buffer.java:30", "Line Step", " file=Circular_Buffer.java, line=30"
"Thread-3", "489", "Circular_Buffer.java:96", "Line Step", " file=Circular_Buffer.java, line=96"
"Thread-1", "490", "Circular_Buffer.java:30", "Variable Write", " context=Producer:1#run:1, v=10"
"Thread-1", "491", "Circular_Buffer.java:31", "Line Step", " file=Circular_Buffer.java, line=31"
"Thread-3", "492", "Circular_Buffer.java:99", "Line Step", " file=Circular_Buffer.java, line=99"
"Thread-3", "493", "Circular_Buffer.java:99", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:9"
"Thread-3", "494", "Circular_Buffer.java:60", "Method Entered", " "
"Thread-3", "495", "Circular_Buffer.java:60", "Variable Write", " context=Circular_Buffer:1#put:9, v=9"
"Thread-3", "496", "Circular_Buffer.java:61", "Line Step", " file=Circular_Buffer.java, line=61"
"Thread-3", "497", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "498", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "499", "Circular_Buffer.java:61", "Field Write", " context=int[]:1, 3=9"
"Thread-3", "500", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "501", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "502", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=4"
"Thread-3", "503", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "504", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:9"""
"Thread-3", "505", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "506", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "507", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "508", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "509", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=5"
"Thread-3", "510", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "511", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:9, value=<void>"
"Thread-3", "512", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "513", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "514", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "515", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "516", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "517", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "518", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-3", "519", "Circular_Buffer.java:90", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:5"
"Thread-3", "520", "Circular_Buffer.java:68", "Method Entered", " "
"Thread-3", "521", "Circular_Buffer.java:69", "Line Step", " file=Circular_Buffer.java, line=69"
"Thread-3", "522", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "523", "Circular_Buffer.java:69", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "524", "Circular_Buffer.java:69", "Variable Write", " context=Circular_Buffer:1#get:5, v=5"
"Thread-3", "525", "Circular_Buffer.java:70", "Line Step", " file=Circular_Buffer.java, line=70"
"Thread-3", "526", "Circular_Buffer.java:70", "Field Read", " context=Circular_Buffer:1, g"
"Thread-3", "527", "Circular_Buffer.java:70", "Field Write", " context=Circular_Buffer:1, g=0"
"Thread-3", "528", "Circular_Buffer.java:71", "Line Step", " file=Circular_Buffer.java, line=71"
"Thread-3", "529", "Circular_Buffer.java:71", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "530", "Circular_Buffer.java:71", "Field Write", " context=Circular_Buffer:1, count=4"
"Thread-3", "531", "Circular_Buffer.java:72", "Line Step", " file=Circular_Buffer.java, line=72"
"Thread-3", "532", "Circular_Buffer.java:72", "Field Write", " context=Circular_Buffer:1, state=""Get:5"""
"Thread-3", "533", "Circular_Buffer.java:74", "Line Step", " file=Circular_Buffer.java, line=74"
"Thread-3", "534", "Circular_Buffer.java:74", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "535", "Circular_Buffer.java:75", "Line Step", " file=Circular_Buffer.java, line=75"
"Thread-3", "536", "Circular_Buffer.java:75", "Variable Write", " context=Circular_Buffer:1#get:5, result=5"
"Thread-3", "537", "Circular_Buffer.java:75", "Method Exit", " returner=Circular_Buffer:1#get:5, value=5"
"Thread-3", "538", "Circular_Buffer.java:90", "Method Returned", " "
"Thread-3", "539", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-2", "540", "Circular_Buffer.java:44", "Line Step", " file=Circular_Buffer.java, line=44"
"Thread-3", "541", "Circular_Buffer.java:91", "Line Step", " file=Circular_Buffer.java, line=91"
"Thread-2", "542", "Circular_Buffer.java:39", "Line Step", " file=Circular_Buffer.java, line=39"
"Thread-3", "543", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-2", "544", "Circular_Buffer.java:40", "Line Step", " file=Circular_Buffer.java, line=40"
"Thread-3", "545", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-2", "546", "Circular_Buffer.java:41", "Line Step", " file=Circular_Buffer.java, line=41"
"Thread-3", "547", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-2", "548", "Circular_Buffer.java:43", "Line Step", " file=Circular_Buffer.java, line=43"
"Thread-3", "549", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "550", "Circular_Buffer.java:94", "Line Step", " file=Circular_Buffer.java, line=94"
"Thread-3", "551", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "552", "Circular_Buffer.java:94", "Field Read", " context=Circular_Buffer:1, g"
"Thread-1", "553", "Circular_Buffer.java:30", "Line Step", " file=Circular_Buffer.java, line=30"
"Thread-3", "554", "Circular_Buffer.java:96", "Line Step", " file=Circular_Buffer.java, line=96"
"Thread-1", "555", "Circular_Buffer.java:33", "Line Step", " file=Circular_Buffer.java, line=33"
"Thread-3", "556", "Circular_Buffer.java:99", "Line Step", " file=Circular_Buffer.java, line=99"
"Thread-1", "557", "Circular_Buffer.java:33", "Method Exit", " returner=Producer:1#run:1, value=<void>"
"Thread-3", "558", "Circular_Buffer.java:99", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:10"
"Thread-3", "559", "Circular_Buffer.java:60", "Method Entered", " "
"Thread-3", "560", "Circular_Buffer.java:60", "Variable Write", " context=Circular_Buffer:1#put:10, v=10"
"Thread-3", "561", "Circular_Buffer.java:61", "Line Step", " file=Circular_Buffer.java, line=61"
"Thread-1", "562", "Circular_Buffer.java:33", "Exception Throw", " exception=null, thrower=LProducer;.run(), framePopped=true"
"Thread-1", "563", "SYSTEM", "Method Returned", " "
"Thread-1", "564", "SYSTEM", "Thread End", " "
"Thread-3", "565", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, data"
"Thread-3", "566", "Circular_Buffer.java:61", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "567", "Circular_Buffer.java:61", "Field Write", " context=int[]:1, 4=10"
"Thread-3", "568", "Circular_Buffer.java:62", "Line Step", " file=Circular_Buffer.java, line=62"
"Thread-3", "569", "Circular_Buffer.java:62", "Field Read", " context=Circular_Buffer:1, p"
"Thread-3", "570", "Circular_Buffer.java:62", "Field Write", " context=Circular_Buffer:1, p=0"
"Thread-3", "571", "Circular_Buffer.java:63", "Line Step", " file=Circular_Buffer.java, line=63"
"Thread-3", "572", "Circular_Buffer.java:63", "Field Write", " context=Circular_Buffer:1, state=""Put:10"""
"Thread-3", "573", "Circular_Buffer.java:64", "Line Step", " file=Circular_Buffer.java, line=64"
"Thread-3", "574", "Circular_Buffer.java:64", "Field Read", " context=Circular_Buffer:1, state"
"Thread-3", "575", "Circular_Buffer.java:65", "Line Step", " file=Circular_Buffer.java, line=65"
"Thread-3", "576", "Circular_Buffer.java:65", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "577", "Circular_Buffer.java:65", "Field Write", " context=Circular_Buffer:1, count=5"
"Thread-3", "578", "Circular_Buffer.java:66", "Line Step", " file=Circular_Buffer.java, line=66"
"Thread-3", "579", "Circular_Buffer.java:66", "Method Exit", " returner=Circular_Buffer:1#put:10, value=<void>"
"Thread-3", "580", "Circular_Buffer.java:99", "Method Returned", " "
"Thread-3", "581", "Circular_Buffer.java:100", "Line Step", " file=Circular_Buffer.java, line=100"
"Thread-3", "582", "Circular_Buffer.java:82", "Line Step", " file=Circular_Buffer.java, line=82"
"Thread-3", "583", "Circular_Buffer.java:82", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "584", "Circular_Buffer.java:88", "Line Step", " file=Circular_Buffer.java, line=88"
"Thread-3", "585", "Circular_Buffer.java:88", "Field Read", " context=Circular_Buffer:1, count"
"Thread-3", "586", "Circular_Buffer.java:90", "Line Step", " file=Circular_Buffer.java, line=90"
"Thread-3", "587", "Circular_Buffer.java:90", "Method Call", " caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:6"
"Thread-3", "588", "Circular_Buffer.java:68", "Method Entered", " "
